vid,name
萎缩性痤疮,萎缩性痤疮
血脑屏障通透性高,血脑屏障通透性高
肛裂,肛裂
下肢水肿,下肢水肿
口角下垂,口角下垂
咯血伴发热,咯血伴发热
面部皮肤油腻,面部皮肤油腻
眼屎多,眼屎多
手术后破伤风,手术后破伤风
环状肉芽肿,环状肉芽肿
中心静脉压偏高,中心静脉压偏高
瞳孔出现黄白色反光,瞳孔出现黄白色反光
眼发胀、发干,眼发胀、发干
角膜树枝状改变,角膜树枝状改变
言语凌乱,言语凌乱
玫瑰疹,玫瑰疹
听力下降,听力下降
脾阳虚,脾阳虚
言语增多,言语增多
集合管或乳头弥...,集合管或乳头弥...
口角歪斜，无法说话,口角歪斜，无法说话
四肢抽搐,四肢抽搐
尿胆原排泻增加,尿胆原排泻增加
均小型狭窄,均小型狭窄
颈椎变形,颈椎变形
异位钙化,异位钙化
低镁血症,低镁血症
低血压,低血压
眼睑浮肿,眼睑浮肿
溃疡外观呈虫蚀样,溃疡外观呈虫蚀样
额叶癫痫的眶额区发作,额叶癫痫的眶额区发作
侧支循环发育不充,侧支循环发育不充
情绪性厌食,情绪性厌食
粥样泻,粥样泻
腹痛,腹痛
情绪低落,情绪低落
视力视野改变,视力视野改变
胆囊壁变薄,胆囊壁变薄
鼻酸,鼻酸
失用步态,失用步态
看不到脚尖步行困难,看不到脚尖步行困难
口干,口干
运动性疲劳,运动性疲劳
儿童不敢平卧睡觉,儿童不敢平卧睡觉
儿童髋部疼痛,儿童髋部疼痛
食道病变,食道病变
直肠肛门内胀痛不适,直肠肛门内胀痛不适
搓手顿足,搓手顿足
上臂短于前臂，...,上臂短于前臂，...
菜花耳,菜花耳
角膜大小不等的...,角膜大小不等的...
牙齿小而稀疏,牙齿小而稀疏
小管间质性肾炎,小管间质性肾炎
发热伴眼睛充血,发热伴眼睛充血
乳头内陷,乳头内陷
牙举欢,牙举欢
掌跖多汗,掌跖多汗
虹膜节段性萎缩,虹膜节段性萎缩
消化道狭窄,消化道狭窄
肌张力降低,肌张力降低
额部白斑,额部白斑
新生儿反应低下,新生儿反应低下
喉部刺痛,喉部刺痛
颌骨囊肿,颌骨囊肿
呼气时胸口痛,呼气时胸口痛
脑白质稀疏,脑白质稀疏
帅海林,帅海林
颈部粗,颈部粗
“咳嗽水”上瘾,“咳嗽水”上瘾
不全流产,不全流产
头部及眼后部疼...,头部及眼后部疼...
无故发笑,无故发笑
眼-头反射消失,眼-头反射消失
蠕动感,蠕动感
深痱,深痱
肺部化脓性感染,肺部化脓性感染
锁骨上的搏动性肿块,锁骨上的搏动性肿块
鼻窦压痛,鼻窦压痛
手抽筋,手抽筋
胸膜粘连,胸膜粘连
舞蹈病样动作,舞蹈病样动作
耳下区的韧实肿块,耳下区的韧实肿块
感染性肉芽肿,感染性肉芽肿
舌乳头消失,舌乳头消失
搭肩试验阳性,搭肩试验阳性
动静脉短路现象,动静脉短路现象
粘液性水肿面容,粘液性水肿面容
口咽部水疱状损害,口咽部水疱状损害
腕关节向尺侧偏...,腕关节向尺侧偏...
肝弥漫性病变,肝弥漫性病变
网络依赖,网络依赖
绝经年龄过迟,绝经年龄过迟
小儿青盲,小儿青盲
颌骨膨隆,颌骨膨隆
胰腺内钙化,胰腺内钙化
会厌炎,会厌炎
阴茎萎缩,阴茎萎缩
胃肠动力差,胃肠动力差
恶病质面容,恶病质面容
疥疮,疥疮
静脉内持续性血流,静脉内持续性血流
男性小腹坠痛,男性小腹坠痛
突肤挺胸,突肤挺胸
肺源性呼吸困难,肺源性呼吸困难
自动症,自动症
里急后重,里急后重
凸甲,凸甲
下蹲困难,下蹲困难
唇圆或椭圆形红斑,唇圆或椭圆形红斑
尿道痒感,尿道痒感
甲周炎,甲周炎
脑实质出血,脑实质出血
小儿发烧后身上起红点,小儿发烧后身上起红点
胸廓异常,胸廓异常
癫痫性人格改变,癫痫性人格改变
气胸,气胸
凉结节,凉结节
肾区压痛,肾区压痛
嗜酸性粒细胞增多,嗜酸性粒细胞增多
肛门短时间阵发性钝痛,肛门短时间阵发性钝痛
声门运动障碍,声门运动障碍
湿罗音,湿罗音
限局性巩膜膨隆肿物,限局性巩膜膨隆肿物
儿童抽动症,儿童抽动症
闫未娟,闫未娟
阴虚胃痛,阴虚胃痛
星迹步态,星迹步态
腰椎间盘突出,腰椎间盘突出
胆碱能危象,胆碱能危象
智力减低,智力减低
败血症,败血症
眼结膜上出现瘀点,眼结膜上出现瘀点
髋内翻,髋内翻
口酸伴有口苦烧心,口酸伴有口苦烧心
指甲宽而短(宽...,指甲宽而短(宽...
枕大神经痛,枕大神经痛
唇外翻,唇外翻
血缺氧,血缺氧
早饱,早饱
角质增厚,角质增厚
瘤细胞浸润,瘤细胞浸润
足跟后凸,足跟后凸
泪溢,泪溢
腋毛变稀少,腋毛变稀少
喉部有痰,喉部有痰
尿酸代谢亢进,尿酸代谢亢进
下颌后缩,下颌后缩
精神活性物质所...,精神活性物质所...
孕妇耻骨痛,孕妇耻骨痛
口腔黏膜呈现青紫色,口腔黏膜呈现青紫色
人中圆凸,人中圆凸
桶状胸,桶状胸
粘膜增生性炎症,粘膜增生性炎症
大量饮酒后突然...,大量饮酒后突然...
阴唇发黑,阴唇发黑
丹毒,丹毒
鼻粘膜肿胀,鼻粘膜肿胀
急性胃扩张,急性胃扩张
眼睑异物,眼睑异物
血红蛋白尿,血红蛋白尿
眼球内斜,眼球内斜
分离性恍惚状态...,分离性恍惚状态...
实火,实火
低血容量休克,低血容量休克
骨密度增加,骨密度增加
月经期长痘,月经期长痘
产后恶露不净有臭味,产后恶露不净有臭味
酒后便血,酒后便血
脑干损害体征,脑干损害体征
肢体不自主震颤,肢体不自主震颤
眦部缺损或眦缺损,眦部缺损或眦缺损
黏液便,黏液便
舌苔黄,舌苔黄
口鼻周围发绀,口鼻周围发绀
流黄鼻涕,流黄鼻涕
低颅压综合征,低颅压综合征
精索增粗肿胀,精索增粗肿胀
代超,代超
粘膜疹,粘膜疹
上眼睑增厚松弛,上眼睑增厚松弛
口淡黏腻,口淡黏腻
心脏刺痛,心脏刺痛
血管过敏性炎症,血管过敏性炎症
骨髓造血细胞再生障碍,骨髓造血细胞再生障碍
手臂肌肉拉伤,手臂肌肉拉伤
脚臭,脚臭
下背部僵硬和疼痛,下背部僵硬和疼痛
小梁网色素沉着,小梁网色素沉着
肝气犯胃,肝气犯胃
静脉曲张,静脉曲张
脐窝内有樱红色...,脐窝内有樱红色...
烂桃样血痰,烂桃样血痰
失水,失水
髌下疼痛,髌下疼痛
肝功能不全,肝功能不全
舌淡体胖,舌淡体胖
恋爱挫折综合征,恋爱挫折综合征
颞部疼痛,颞部疼痛
生殖器外伤,生殖器外伤
下腹疼痛,下腹疼痛
丹毒样外观,丹毒样外观
不偏向一侧，无...,不偏向一侧，无...
尿液氨水味,尿液氨水味
阴茎和阴囊水肿,阴茎和阴囊水肿
脊柱后突,脊柱后突
肺实变,肺实变
言语中断,言语中断
外眼源性眩晕,外眼源性眩晕
趾(指)环状缩窄带,趾(指)环状缩窄带
口唇苍白,口唇苍白
息肉样损害,息肉样损害
额叶癫痫的运动...,额叶癫痫的运动...
额头皱纹突然增加,额头皱纹突然增加
阴茎表浅性溃疡,阴茎表浅性溃疡
女性性早熟,女性性早熟
脐窝内有肉芽组织增生,脐窝内有肉芽组织增生
肺部出血,肺部出血
先天性乳糖不耐受,先天性乳糖不耐受
种植性结节,种植性结节
肩背痛,肩背痛
下肢感应痛或放...,下肢感应痛或放...
尿黄似浓茶,尿黄似浓茶
疤痕形成,疤痕形成
运动功能障碍,运动功能障碍
眼外转移,眼外转移
肢体过度肥大,肢体过度肥大
运动气喘,运动气喘
青春期功血,青春期功血
吐血痰,吐血痰
乳房和生殖器萎缩,乳房和生殖器萎缩
泪腺发炎,泪腺发炎
鼻内似有擤不出的鼻涕,鼻内似有擤不出的鼻涕
智能障碍,智能障碍
舌体大且表面有沟纹,舌体大且表面有沟纹
直立性低血压晕厥,直立性低血压晕厥
眼睛发红,眼睛发红
岳嗣凤,岳嗣凤
疤痕体质,疤痕体质
出生时小头,出生时小头
低血糖症,低血糖症
胸膜增厚粘连,胸膜增厚粘连
收缩期震颤,收缩期震颤
谵妄,谵妄
阴囊坠胀痛,阴囊坠胀痛
药物依赖,药物依赖
数脉,数脉
痰饮,痰饮
内分泌功能亢进,内分泌功能亢进
闭目难立征,闭目难立征
阴道持续流血不停,阴道持续流血不停
运动性失语,运动性失语
踝阵挛,踝阵挛
乳溢一高泌乳素血症,乳溢一高泌乳素血症
食管体平滑肌部...,食管体平滑肌部...
闫铁,闫铁
指甲-骨四联征,指甲-骨四联征
妊娠毒血症,妊娠毒血症
男子性功能障碍,男子性功能障碍
鼻端形态不佳,鼻端形态不佳
肢体远侧常有麻痛,肢体远侧常有麻痛
腿前内侧出现感觉异常,腿前内侧出现感觉异常
耳道划伤,耳道划伤
眼睑震颤,眼睑震颤
酩酊感,酩酊感
手足脱皮,手足脱皮
持续性弛张热,持续性弛张热
小儿嘴角溃疡,小儿嘴角溃疡
耳垂小,耳垂小
黏膜干燥,黏膜干燥
孕妇小腿浮肿,孕妇小腿浮肿
产后下腹坠痛或...,产后下腹坠痛或...
下腹胀痛,下腹胀痛
脐带感染,脐带感染
抽风,抽风
下肢或周身软瘫,下肢或周身软瘫
孕早期腹痛,孕早期腹痛
输卵管迂曲,输卵管迂曲
痛经,痛经
脑功能不全,脑功能不全
微血栓形成,微血栓形成
足踝捩伤,足踝捩伤
触觉失调,触觉失调
尿流中断,尿流中断
无嗅脑,无嗅脑
结小,结小
浅静脉有一发红...,浅静脉有一发红...
慌张步态,慌张步态
阴雨天颈肩背部酸痛,阴雨天颈肩背部酸痛
眼球会聚功能麻...,眼球会聚功能麻...
胸骨后异物阻塞...,胸骨后异物阻塞...
心肺栓塞,心肺栓塞
前臂有旋前畸形,前臂有旋前畸形
心源性水肿,心源性水肿
阴道转移,阴道转移
吞酸,吞酸
食管出血,食管出血
腹部可触及巨大...,腹部可触及巨大...
肛门直肠畸形,肛门直肠畸形
颈强直,颈强直
丧偶后适应性障碍,丧偶后适应性障碍
血管伤,血管伤
闪电样痛,闪电样痛
中心静脉压偏低,中心静脉压偏低
胃窦狭窄,胃窦狭窄
听力减退,听力减退
眼角长斑,眼角长斑
急性呼吸困难,急性呼吸困难
拇指仅存软组织...,拇指仅存软组织...
心内分流为右向左,心内分流为右向左
肠壁水肿增厚,肠壁水肿增厚
老年性白斑,老年性白斑
自主神经危象,自主神经危象
交叉腿,交叉腿
晨起时颈背部弥...,晨起时颈背部弥...
吐白沫痰,吐白沫痰
反复不愈的感染,反复不愈的感染
肺外症状,肺外症状
结节性硬化,结节性硬化
外耳道狭窄,外耳道狭窄
孤独症,孤独症
颌骨内似牙的硬组织,颌骨内似牙的硬组织
乳腺囊性增生,乳腺囊性增生
睫毛掉落,睫毛掉落
心肌灰白而松弛,心肌灰白而松弛
思维奔逸,思维奔逸
尿妊娠试验阳性,尿妊娠试验阳性
坏疽脓皮,坏疽脓皮
子宫呈葫芦状,子宫呈葫芦状
粪便硬结如羊粪状,粪便硬结如羊粪状
戒断性痫性发作,戒断性痫性发作
头部偏向一侧做...,头部偏向一侧做...
丘脑出血,丘脑出血
尿中持续性排钠,尿中持续性排钠
尿道口有白膜形成,尿道口有白膜形成
儿童大便失禁,儿童大便失禁
听觉疲劳,听觉疲劳
上腹不适,上腹不适
纵隔增宽,纵隔增宽
肺功能失常,肺功能失常
眼球运动偏斜扭转,眼球运动偏斜扭转
腰椎不稳,腰椎不稳
手套或短袜子式...,手套或短袜子式...
肌阵挛,肌阵挛
耳后乳突水肿,耳后乳突水肿
耳鼓膜破裂,耳鼓膜破裂
面色潮红,面色潮红
交感神经代偿性亢进,交感神经代偿性亢进
产后垂体坏死,产后垂体坏死
气短,气短
脂肪痢,脂肪痢
肝脂肪变,肝脂肪变
交替性暴食厌食,交替性暴食厌食
拇指三节,拇指三节
虚火牙痛,虚火牙痛
肾缺血,肾缺血
闫维,闫维
腊肠趾,腊肠趾
粘性渗出性薄膜,粘性渗出性薄膜
思维中断,思维中断
Asperge...,Asperge...
癫痫性头痛,癫痫性头痛
肠易激综合征,肠易激综合征
懒胆囊,懒胆囊
夜间头痛,夜间头痛
手指小关节痛肿,手指小关节痛肿
月经前水肿,月经前水肿
纤维膜包裹,纤维膜包裹
青少年脊柱侧凸,青少年脊柱侧凸
长骨粗大,长骨粗大
口臭,口臭
口角和鼻周出现...,口角和鼻周出现...
拇指征,拇指征
血压偏低,血压偏低
鼻黏膜和鼻甲萎缩,鼻黏膜和鼻甲萎缩
牙缝增宽,牙缝增宽
骨痹,骨痹
口炎,口炎
剥脱性皮炎,剥脱性皮炎
手指发绀或坏死,手指发绀或坏死
类似荨麻疹的皮...,类似荨麻疹的皮...
软组织肿胀,软组织肿胀
膝关节肿胀积血,膝关节肿胀积血
淋巴管破裂,淋巴管破裂
奔马律心音,奔马律心音
直立性尿蛋白,直立性尿蛋白
进食过硬的食物...,进食过硬的食物...
便血且血与粪便混合,便血且血与粪便混合
震水音,震水音
静脉回流障碍,静脉回流障碍
呼吸性碱中毒,呼吸性碱中毒
肝内管梗阻,肝内管梗阻
胃重复畸形,胃重复畸形
阴道排出碎块组织,阴道排出碎块组织
体癣,体癣
眼球挫伤,眼球挫伤
右下腹痛伴呕吐,右下腹痛伴呕吐
抗感染能力下降,抗感染能力下降
肝浊音界缩小或消失,肝浊音界缩小或消失
婴儿需要较大量...,婴儿需要较大量...
腹腔出血,腹腔出血
桥脑出血,桥脑出血
半乳糖血症,半乳糖血症
蔗糖-异麦芽糖...,蔗糖-异麦芽糖...
经常口渴,经常口渴
透明血管型,透明血管型
头皮结痂,头皮结痂
同向偏盲,同向偏盲
幽门狭窄,幽门狭窄
口唇泛红,口唇泛红
良性溃疡改变,良性溃疡改变
蹒跚步态,蹒跚步态
肝淀粉样变性,肝淀粉样变性
动脉出血,动脉出血
色素性皮损,色素性皮损
无动性缄默,无动性缄默
磨牙后垫红肿,磨牙后垫红肿
眼球压痛,眼球压痛
化脓性腮腺炎,化脓性腮腺炎
磷烧伤合并中毒,磷烧伤合并中毒
小儿发热,小儿发热
雄激素依赖,雄激素依赖
一侧腰腹突发“...,一侧腰腹突发“...
食管对称性膨大,食管对称性膨大
自恋,自恋
产后大便失禁,产后大便失禁
眼压突然迅速升高,眼压突然迅速升高
恋兽型性变态,恋兽型性变态
匙状指（趾）,匙状指（趾）
听觉障碍,听觉障碍
毒品依赖,毒品依赖
顽固性高血压,顽固性高血压
老年性眩晕,老年性眩晕
褪黑色素增多,褪黑色素增多
膀胱痉挛,膀胱痉挛
尿液呈黑色,尿液呈黑色
胯骨痛,胯骨痛
迟强强,迟强强
上额窦囊肿,上额窦囊肿
疼痛性股青肿,疼痛性股青肿
乳头脱皮,乳头脱皮
眼睑脓肿,眼睑脓肿
肾衰竭,肾衰竭
球蛋白异常,球蛋白异常
精液带血,精液带血
上腹及腰背部有...,上腹及腰背部有...
无宫缩间歇,无宫缩间歇
手酸,手酸
眨眼不止,眨眼不止
喉管阻塞,喉管阻塞
睡眠-觉醒时间...,睡眠-觉醒时间...
泌乳障碍,泌乳障碍
伤口愈合发痒,伤口愈合发痒
乳头侵蚀,乳头侵蚀
下颌前突,下颌前突
粘膜充血,粘膜充血
肌纤维大小不等,肌纤维大小不等
脖子扭痛,脖子扭痛
碘伏过敏,碘伏过敏
臂丛神经受累,臂丛神经受累
胎儿肾盂分离,胎儿肾盂分离
排水样血性大便,排水样血性大便
输尿管囊肿,输尿管囊肿
非感染性发热,非感染性发热
指甲干瘪,指甲干瘪
职业神经症,职业神经症
流产,流产
颈软不能抬头,颈软不能抬头
耳痒,耳痒
面部皮肤过敏,面部皮肤过敏
闫鹏辉,闫鹏辉
耳郭突出,耳郭突出
阴道溃疡,阴道溃疡
哭泣晕厥,哭泣晕厥
营养障碍,营养障碍
眼睑闭合不全,眼睑闭合不全
停经,停经
回盲部结核,回盲部结核
苟飞,苟飞
腰背酸痛,腰背酸痛
四叠体受压,四叠体受压
粉碎性骨折,粉碎性骨折
偏盲,偏盲
无名指半月甲呈粉红色,无名指半月甲呈粉红色
脐血,脐血
肾脏破裂,肾脏破裂
悬雍垂松弛细长,悬雍垂松弛细长
小指指甲有凹陷,小指指甲有凹陷
斜视性弱视,斜视性弱视
钝痛,钝痛
胚胎发育供血不足,胚胎发育供血不足
膀胱纤维化,膀胱纤维化
下巴关节疼,下巴关节疼
盆腔坠痛,盆腔坠痛
声门以上的损伤,声门以上的损伤
淋巴结节,淋巴结节
肝窦扩张,肝窦扩张
心脏压塞征象,心脏压塞征象
间歇性耳痛,间歇性耳痛
医生,医生
阴道黏膜膨胀,阴道黏膜膨胀
缄默症,缄默症
吸烟胸痛,吸烟胸痛
绝经过渡期及绝...,绝经过渡期及绝...
假性前房积脓,假性前房积脓
昏迷,昏迷
精子质量下降,精子质量下降
接触性出血,接触性出血
肝内钙化,肝内钙化
第三心音奔马律,第三心音奔马律
颈短,颈短
逆行性细菌感染,逆行性细菌感染
室颤,室颤
眼内有异物感,眼内有异物感
急性阴道感染,急性阴道感染
脑细胞出现营养...,脑细胞出现营养...
奇脉,奇脉
小腿外侧及足背...,小腿外侧及足背...
肾血管畸形,肾血管畸形
悬垂型心脏,悬垂型心脏
重度肥胖,重度肥胖
肌肉拉伤,肌肉拉伤
坐骨大小孔区出现压痛,坐骨大小孔区出现压痛
肝虚,肝虚
反复抽搐,反复抽搐
品行障碍,品行障碍
鲜红色乳头状赘...,鲜红色乳头状赘...
咀嚼肌肥大,咀嚼肌肥大
体循环淤血,体循环淤血
南康立,南康立
上尿路结构和功能损害,上尿路结构和功能损害
粪便中排出的粪...,粪便中排出的粪...
剧烈运动后哮喘,剧烈运动后哮喘
咽反射,咽反射
动眼危象,动眼危象
小脑体征,小脑体征
子宫直肠窝积液,子宫直肠窝积液
浮肿,浮肿
嗜酒性幻觉性精神错乱,嗜酒性幻觉性精神错乱
内脏出血,内脏出血
生殖泌尿道危象,生殖泌尿道危象
带血粘脓鼻涕,带血粘脓鼻涕
情感高涨,情感高涨
食管梗阻,食管梗阻
舌头出血,舌头出血
膝后疼痛,膝后疼痛
颈背疼痛,颈背疼痛
腰脊椎疼痛,腰脊椎疼痛
盘状红斑,盘状红斑
蹲踞现象,蹲踞现象
夜间咳嗽,夜间咳嗽
产后口渴,产后口渴
会阴瘘管或窦道形成,会阴瘘管或窦道形成
凹陷性疤痕,凹陷性疤痕
注意障碍,注意障碍
肌红蛋白偏高,肌红蛋白偏高
摸索反射,摸索反射
睾丸萎缩,睾丸萎缩
淋巴结结核,淋巴结结核
原发性痛经,原发性痛经
跖反射伸性,跖反射伸性
心率增快,心率增快
颅内占位性病变,颅内占位性病变
腋区疼痛,腋区疼痛
心脏僵硬,心脏僵硬
跖部纤维痛,跖部纤维痛
脐周围褪色,脐周围褪色
生理性萎缩,生理性萎缩
闭孔神经损害,闭孔神经损害
烫伤后汗腺受损,烫伤后汗腺受损
胃酸缺乏,胃酸缺乏
始于眼部，扩张...,始于眼部，扩张...
尿偏碱,尿偏碱
手掌软硬度异常,手掌软硬度异常
不完全性房内阻滞,不完全性房内阻滞
两肺弥漫或散在...,两肺弥漫或散在...
大肠黑变,大肠黑变
扁平骨盆,扁平骨盆
鼻子颜色苍白,鼻子颜色苍白
汗腺分泌体味,汗腺分泌体味
颈部搏动,颈部搏动
烫伤起泡,烫伤起泡
虚火上炎,虚火上炎
嗅觉过敏,嗅觉过敏
肋膜腔积水,肋膜腔积水
声带肥厚,声带肥厚
吟诗样语言,吟诗样语言
立卧心率差数,立卧心率差数
缺氧缺血性神经损伤,缺氧缺血性神经损伤
讲话频率小，不...,讲话频率小，不...
三凹征,三凹征
癫痫的复杂部分性发作,癫痫的复杂部分性发作
苯丙氨酸代谢障碍,苯丙氨酸代谢障碍
乳酸蓄积过多,乳酸蓄积过多
眼睛痒,眼睛痒
冬季皮肤瘙痒,冬季皮肤瘙痒
油腻性鳞屑,油腻性鳞屑
血管硬化,血管硬化
爪状趾,爪状趾
角膜异物,角膜异物
精神创伤,精神创伤
尿中雌激素增高,尿中雌激素增高
意识改变状态,意识改变状态
股三角区压痛,股三角区压痛
鼻窦气压伤,鼻窦气压伤
面部血管纤维瘤,面部血管纤维瘤
静脉萎陷,静脉萎陷
指纹皱瘪,指纹皱瘪
背部酸痛,背部酸痛
粘膜萎缩,粘膜萎缩
月经发黑,月经发黑
儿童期消化性溃疡,儿童期消化性溃疡
传导性耳聋,传导性耳聋
巨舌,巨舌
瘀血,瘀血
腹腔积血,腹腔积血
头皮坏死,头皮坏死
髋外侧酸胀,髋外侧酸胀
肠粘膜有坏死溃疡,肠粘膜有坏死溃疡
血糖升高,血糖升高
手指甲周围起皮,手指甲周围起皮
肌束震颤,肌束震颤
耳道异物,耳道异物
血流动力学障碍,血流动力学障碍
肛门瘙痒,肛门瘙痒
小儿腿抽筋,小儿腿抽筋
肌性肌无力,肌性肌无力
组织液渗出,组织液渗出
手指撞伤,手指撞伤
三尖瓣脱垂,三尖瓣脱垂
帕里诺眼-腺综合征,帕里诺眼-腺综合征
锁骨上及前斜角...,锁骨上及前斜角...
肠淤滞,肠淤滞
望诊无明显心前区搏动,望诊无明显心前区搏动
呼吸反射调节受损,呼吸反射调节受损
无法数清每分钟...,无法数清每分钟...
过强反向性鼻炎,过强反向性鼻炎
耳廓放射性痛,耳廓放射性痛
口唇周围麻木感刺痛,口唇周围麻木感刺痛
血管增生,血管增生
吸气困难,吸气困难
坏死性筋膜炎,坏死性筋膜炎
长头巨脑,长头巨脑
牙齿发黄,牙齿发黄
腕关节扭挫伤,腕关节扭挫伤
愉快感缺乏,愉快感缺乏
神经元移行异常,神经元移行异常
腹膜刺激征,腹膜刺激征
绿视,绿视
乳糜尿,乳糜尿
颈椎反弓,颈椎反弓
心功能失代偿,心功能失代偿
咽部和喉部危象,咽部和喉部危象
身痛,身痛
躁狂与昏睡交替,躁狂与昏睡交替
老年人小腿浮肿,老年人小腿浮肿
筛窦泪囊瘘,筛窦泪囊瘘
胸部大片斑块,胸部大片斑块
腰大肌痉挛,腰大肌痉挛
技术狂躁症,技术狂躁症
不断眨眼,不断眨眼
心率过缓,心率过缓
腰部僵硬及腰前凸消失,腰部僵硬及腰前凸消失
视网膜脱离,视网膜脱离
下腹痛,下腹痛
烟酸缺乏,烟酸缺乏
肝脾肿大,肝脾肿大
腱鞘变干,腱鞘变干
上颈髓区病变,上颈髓区病变
新生儿喉喘鸣,新生儿喉喘鸣
咳出黄色痰液,咳出黄色痰液
脊髓梗死,脊髓梗死
右下腹压痛,右下腹压痛
舌两侧边缘毛状白斑,舌两侧边缘毛状白斑
锁合畸形,锁合畸形
植物血凝素的淋...,植物血凝素的淋...
经期延长,经期延长
肥胖,肥胖
闫锋,闫锋
经期提前,经期提前
婴儿肋骨外翻,婴儿肋骨外翻
女性体毛多,女性体毛多
反应性细胞改变,反应性细胞改变
骨端增大,骨端增大
阴茎异常,阴茎异常
子宫内膜增生性病变,子宫内膜增生性病变
念珠菌感染,念珠菌感染
不排胎便,不排胎便
肠道功能紊乱,肠道功能紊乱
睡眠猝死,睡眠猝死
血丝痰,血丝痰
运动传导束受累,运动传导束受累
腕管综合征,腕管综合征
阵发性痴笑,阵发性痴笑
肥胖性水肿,肥胖性水肿
器质性木僵,器质性木僵
结膜异物,结膜异物
情绪性多汗症,情绪性多汗症
胎儿单臂先露,胎儿单臂先露
假结核结节,假结核结节
阴囊肿大,阴囊肿大
口干渴难忍,口干渴难忍
眼睑呈紫红色,眼睑呈紫红色
手上有小水泡,手上有小水泡
先兆早产,先兆早产
青春前期闭经,青春前期闭经
口腔粘膜弥漫充血,口腔粘膜弥漫充血
血清钠增高,血清钠增高
门体侧支循环,门体侧支循环
出现毒性颗粒,出现毒性颗粒
绝汗,绝汗
孕妇非妊娠原因的腹痛,孕妇非妊娠原因的腹痛
颅神经损害,颅神经损害
指间关节不能屈曲,指间关节不能屈曲
外阴呈幼稚型无阴毛,外阴呈幼稚型无阴毛
孕妇胸闷气短,孕妇胸闷气短
中毒性巨结肠,中毒性巨结肠
牙齿上白垩色到...,牙齿上白垩色到...
巨指(趾),巨指(趾)
结膜变浅或变苍白,结膜变浅或变苍白
气滞湿阻,气滞湿阻
胸部长痘,胸部长痘
太阳穴胀痛,太阳穴胀痛
月经血块过多,月经血块过多
阴茎勃起不硬,阴茎勃起不硬
甲状旁腺机能减退,甲状旁腺机能减退
小腹刺痛,小腹刺痛
中耳和耳咽管纤毛异常,中耳和耳咽管纤毛异常
气管处可听到异...,气管处可听到异...
心脏结构异常,心脏结构异常
眼充血,眼充血
伤寒面容,伤寒面容
投掷动作(颤搐),投掷动作(颤搐)
乳汁郁结,乳汁郁结
难治性溃疡,难治性溃疡
植物神经功能障碍,植物神经功能障碍
低射血分数,低射血分数
面部半球形蓝黑色结节,面部半球形蓝黑色结节
恶食酸物,恶食酸物
四肢畸形,四肢畸形
腕骨发育不全变...,腕骨发育不全变...
反射弧中断,反射弧中断
足趾伸屈时足部疼痛,足趾伸屈时足部疼痛
类彦超,类彦超
静脉侧支循环建立,静脉侧支循环建立
咖啡斑,咖啡斑
肛门会阴区潮湿不洁,肛门会阴区潮湿不洁
胫骨结节处的酸...,胫骨结节处的酸...
痘疤,痘疤
多形红斑样皮疹,多形红斑样皮疹
上腹部肿块及腹胀,上腹部肿块及腹胀
搏动性头痛,搏动性头痛
颈椎痛,颈椎痛
竹节脊柱,竹节脊柱
颌下淋巴结肿大压痛,颌下淋巴结肿大压痛
脸冻伤,脸冻伤
腮腺肿大,腮腺肿大
频发房性早搏,频发房性早搏
排尿不畅,排尿不畅
鼻端出火,鼻端出火
蝶鞍空泡,蝶鞍空泡
锥体外系损害,锥体外系损害
肝郁气滞,肝郁气滞
光反射消失,光反射消失
日晒斑,日晒斑
肌腱断裂,肌腱断裂
前额头痛,前额头痛
入睡幻觉,入睡幻觉
妊娠反应,妊娠反应
糖代谢紊乱,糖代谢紊乱
心包填塞,心包填塞
急性胃痛,急性胃痛
肢端溃疡,肢端溃疡
疣状增殖,疣状增殖
呛咳,呛咳
纵沟短,纵沟短
妊娠期间小便不通,妊娠期间小便不通
腰背刺痛,腰背刺痛
蹼状瘢痕,蹼状瘢痕
中心性钙化,中心性钙化
细网状到斑片状...,细网状到斑片状...
心肌细胞的浊肿,心肌细胞的浊肿
X-现象,X-现象
联合瓣膜脱垂,联合瓣膜脱垂
细胞外液减少,细胞外液减少
鳞状细胞化生,鳞状细胞化生
耳硬化症,耳硬化症
颈部酸痛,颈部酸痛
排钾过多,排钾过多
无法引出moro反应,无法引出moro反应
妊娠时出现的多毛,妊娠时出现的多毛
肾浓缩功能障碍,肾浓缩功能障碍
腹肌强直,腹肌强直
被动体位,被动体位
腋下淋巴肿大,腋下淋巴肿大
子宫破裂征象,子宫破裂征象
睡眠中周期性腿动,睡眠中周期性腿动
眼花,眼花
足跟步行,足跟步行
血液粘度增高,血液粘度增高
痛性溃疡和渗出...,痛性溃疡和渗出...
气血不足,气血不足
鼻头长痘,鼻头长痘
手、足部厚壁水疱,手、足部厚壁水疱
胸廓塌陷畸形,胸廓塌陷畸形
聚合性痤疮,聚合性痤疮
手部震颤,手部震颤
脉压增宽,脉压增宽
睾丸发育不全,睾丸发育不全
身体摇晃征,身体摇晃征
心脏增大,心脏增大
手腕骨折,手腕骨折
虹视,虹视
肺泡灌洗液可见...,肺泡灌洗液可见...
扳机指的弹响,扳机指的弹响
慢性咳嗽,慢性咳嗽
骨皮质变薄,骨皮质变薄
中上腹痛,中上腹痛
睡眠呼吸暂停,睡眠呼吸暂停
恶寒,恶寒
